Peak_0.85V,Mean,Std_Dev,Energy,Skewness,Kurtosis,DCT_1,DCT_2,DCT_3,DCT_4,DCT_5,Peak_Height,Min_Value,Range,Coeff_Variation,Gradient_Mean,Gradient_Std,Gradient_Max,Entropy,Energy_Std_Interaction,Mean_Skewness_Interaction,Energy_Squared,Mean_Squared,Std_Log,Skewness_Abs,Kurtosis_Normalized
21.207864864333768,24.92753973173784,1.8742919165808896,2315236.7429202674,-0.8156051387016108,0.9213677875864624,53.76875158319716,-26.79098029638624,9.800129300344164,-35.35233050305871,-22.999097340738818,21.207864864333768,23.05324781515695,-1.8453829508231827,0.07518960699690061,0.06132502984362673,0.8668750268577663,-0.9845760549102706,0.1419843862942013,4339429.512226524,20.331029500393957,5360321175768.048,621.3822370773687,0.6282309489418918,0.8156051387016108,0.6792941266730154
19.555152133607592,23.198565947851993,1.7416103352334609,2005170.707150514,-0.8004166541225961,0.8628912438054201,49.97520114725536,-24.899660526742665,9.089259675058855,-33.06705906592219,-21.243560782252946,19.555152133607592,21.456955612618533,-1.9018034790109404,0.0750740514908414,0.06009052110572677,0.8310671045339357,-1.0919798933302765,0.19310877832712312,3492226.0274807224,18.568518536422083,4020709564814.492,538.173462036838,0.5548101709948928,0.8004166541225961,0.6361812967328089
17.86549920243758,21.073214482450503,1.587658999557093,1654656.8151208851,-0.810477672966833,0.9088346481246372,45.61011880253867,-22.24425514253885,8.402093479625606,-30.03770984460562,-19.003129614612703,17.86549920243758,19.48555548289341,-1.620056280455831,0.07534014329545563,0.06106150401908862,0.8582483327823518,-1.0204056857950725,0.1528154024927836,2627030.7837051507,17.07936983566745,2737889175825.991,444.0803686233616,0.4622606102692122,0.810477672966833,0.670053855697737
16.496063964351475,19.495748209853133,1.4649900226131902,1416163.609875029,-0.8261476240910834,0.966789077236685,41.76318695127935,-20.936549490120065,7.405073685921078,-27.618834891546353,-17.978830346882184,16.496063964351475,18.030758187239943,-1.5346942228884686,0.07514407788265058,0.06208010140726711,0.893706052992984,-1.0475799757838236,0.10304714591512537,2074665.5588547958,16.10636606344816,2005519369934.2732,380.0841982619916,0.3818484387688822,0.8261476240910834,0.7127817476871313
14.2718975071205,17.54180131490519,1.539489319693227,1148864.2608308038,-0.7619134670951914,0.6615088144355017,46.97156124106703,-29.788738390104783,2.4932552540236292,-30.716605014680106,-15.872275234211788,14.2718975071205,16.00231199521196,-1.730414488091462,0.08776118775826734,0.06686643084129354,0.70993836656472,-1.1240185006259709,0.4026081796706954,1768664.2593262764,13.3653346589344,1319889089814.309,307.71479337160946,0.4314507573374351,0.7619134670951914,0.48770866362234033
12.689380877699085,16.030674092543155,1.6638380044197751,962376.9687790888,-0.6953881463002618,0.4019241037805736,53.13159924215148,-38.48579933542143,-3.408662730668456,-33.65933715813317,-14.7738522938539,12.689380877699085,14.36683608812338,-1.677455210424295,0.10379089449244176,0.07217495772394512,0.5286712281573182,-1.0081842077693295,0.7376316127437781,1601239.3752329515,11.147540741157217,926169430036.4272,256.9825118613343,0.5091269905569795,0.6953881463002618,0.2963254052777899
11.80785409299111,14.85492845301015,1.5303512203891192,826255.2889176577,-0.4531910229334944,0.4049604509534905,57.68389933115374,-23.30916869937092,-8.274242763827559,-30.058486742763833,-17.02331798459607,11.80785409299111,13.32457723262103,-1.516723139629919,0.10301976372352144,0.046687632104229576,0.42839753852610024,-0.9910947954374272,0.5126889692251076,1264460.7897481017,6.732120221223541,682697802464.402,220.66889934405052,0.42549727140477017,0.4531910229334944,0.2985640040533186
20.58168027202995,24.300047577463538,1.8245443075347096,2200107.8209004356,-0.8231260217127341,0.939079567082501,52.43427632818647,-26.17210342849353,9.568163755403182,-34.44344670771855,-22.083981818030743,20.58168027202995,22.47550326992883,-1.89382299789888,0.075083980842737,0.06180357844543725,0.8791932882616516,-1.0379704015399192,0.12682161363996164,4014194.2005864843,20.002001489867723,4840474423587.263,590.4923122669916,0.6013302668348841,0.8231260217127341,0.6923524383990018
18.723519457790538,22.305433882087993,1.68240267256623,1853844.3941542753,-0.8079918537580488,0.9177396790035206,48.405370512479834,-23.91369617411257,8.70033380413928,-31.528640949807173,-20.446453937153297,18.723519457790538,20.623031209521763,-1.8995117517312252,0.07542568688444112,0.06094334056673374,0.8611191523275809,-1.1290470298310693,0.14478491293310522,3118912.7632470764,18.02260887126587,3436739037737.232,497.53238066819904,0.5202229398928552,0.8079918537580488,0.676619241698167
17.201308812528097,20.22857999663356,1.5228967546512666,1524661.8271764913,-0.8274929638295542,0.9991710895778164,43.35394091684108,-21.66641015571857,8.090925676382135,-28.94750500407801,-18.50505329871571,17.201308812528097,18.705683241982292,-1.5043744294541952,0.07528441216100502,0.06229732134927578,0.909289313853161,-0.987837432170714,0.07597060586050608,2321902.548547749,16.739007615477536,2324593687249.1567,409.19544868020336,0.4206142874076047,0.8274929638295542,0.7366559389596578
14.79536450943603,17.896467505311655,1.5222175136970733,1195235.5761890623,-0.7902991599866669,0.7417065514550978,45.70177061148156,-28.157457888721687,3.306623556024574,-30.03492519525502,-16.029778776892208,14.79536450943603,16.374249991614583,-1.5788854821785527,0.0850568701557842,0.06722037303521124,0.7656174466217259,-1.0372272409161654,0.3211995108123757,1819408.5270688033,14.143563236176481,1428588082587.9998,320.28354916867596,0.42016816887073555,0.7902991599866669,0.5468358140001327
12.397859402822158,15.87640052854118,1.64062958093685,943855.2677045008,-0.6588621858770255,0.4068957364992522,53.84358401523606,-36.127693643360494,-3.8160163173307255,-33.29115537542472,-14.824002593603597,12.397859402822158,14.23577094760433,-1.8379115447821714,0.10333762851057429,0.068085255803825,0.5177723673333094,-1.1202477115706948,0.6957853711342837,1548516.8723190736,10.460359956093804,890862766373.5349,252.06009374266264,0.49508006507925445,0.6588621858770255,0.2999908263520608
11.595854626474534,14.64732831330527,1.5178676520138816,803422.3917737361,-0.3755965321089917,0.3396323779112022,58.84786005340706,-20.057104707160622,-9.212086165737464,-29.35145889670694,-17.29301108726,11.595854626474534,13.129460661291388,-1.533606034816854,0.10362761170573422,0.038922171587410924,0.3571620827234857,-1.0103687384591165,0.5092310985082996,1219488.8593769777,5.501485719139306,645487539603.4307,214.54422671775419,0.41730649599912206,0.3755965321089917,0.2503997672280457
11.055110875855858,13.741887837083652,1.4719604168030045,707677.7812877811,-0.0786977695365669,0.1882101433326735,62.602981149972,-8.73789697735697,-13.400827226342066,-26.49795575543355,-19.07200547091721,11.055110875855858,12.269927420280649,-1.2148165444247905,0.10711486174116816,0.008429700703247679,0.12170344483390337,-0.8253051660249369,0.23855556978242065,1041673.6819065877,1.0814559220001612,500807842128.3965,188.83948132698762,0.386595135979954,0.0786977695365669,0.13876114041394558
21.612697215019026,25.25628067763877,1.9007835383771283,2376730.422850146,-0.7939998380868004,0.8710810768851505,54.58079753068638,-26.966630797970637,10.193466199356028,-36.111061031849225,-23.162766809027534,21.612697215019026,23.355497139261644,-1.7427999242426182,0.0752598358359009,0.059756297468144495,0.8316479086772751,-0.916885000257186,0.18484786035073497,4517650.062913669,20.05348276871997,5648847502901.434,637.8797136676695,0.6422661950441079,0.7939998380868004,0.6422193909493067
20.081844347007507,23.679576182065333,1.7728226062711838,2089120.6703162831,-0.8022086657532754,0.9113685382782428,50.90940225349462,-25.097091863101113,9.152520850565942,-33.47687056388273,-21.792730839788955,20.081844347007507,21.90675357579415,-1.824909228786641,0.07486715944119092,0.060059084084055504,0.8550483899181976,-1.0293806114821642,0.14931846908423468,3703640.3515651156,18.99596121461767,4364425175142.7563,560.7223281622358,0.5725729748626388,0.8022086657532754,0.6719220094601859
18.82861022469864,22.384305346670313,1.679879176816106,1866872.1392357007,-0.8243613136984259,0.9966027074657816,48.11973572848393,-23.84139903342586,8.997150443789165,-31.83376060849471,-20.325436593809496,18.82861022469864,20.70442616985421,-1.8758159451555692,0.07504718819945502,0.061865998653475744,0.90639987155885,-1.1166374105216603,0.0778525444890986,3136119.632480192,18.45275536180784,3485211584254.4814,501.0571258529732,0.5187218782198711,0.8243613136984259,0.7347623554121718
17.97913586664111,21.254445096524528,1.5966522128737757,1683184.2218784364,-0.8257954979481403,0.9632954969416644,45.55783496924433,-22.80827975191789,8.090073175454567,-30.122673272127855,-19.586433082397956,17.97913586664111,19.657792883650753,-1.6786570170096446,0.07512086083036096,0.06203446867570088,0.8918997110483572,-1.0513604609451335,0.10600152762747436,2687459.8125364296,17.55182507209588,2833109124780.5176,451.75143636117554,0.4679090764969549,0.8257954979481403,0.7102060459885897
17.009727686861353,20.182169904118297,1.5181950703371574,1517660.2482396408,-0.7981398193659366,0.93018379400729,43.77983232068435,-21.173372373761048,7.92089885848089,-28.87961360192992,-18.39909367947271,17.009727686861353,18.66397483378114,-1.6542471469197864,0.0752245708364151,0.06003972537925645,0.8616360805619157,-1.089614350846411,0.1329884027626146,2304104.307324089,16.108193441685618,2303292629086.808,407.31998203869836,0.41752218213760517,0.7981398193659366,0.6857938778723353
16.12603381162479,18.94250796521717,1.4342379150388795,1337044.2699462753,-0.8199660721194687,0.9262926955455324,41.01978225441543,-20.71509303662883,6.966504357459014,-26.996792655716455,-17.27418254385324,16.12603381162479,17.508270050178293,-1.382236238553503,0.07571531271969473,0.062083987570065335,0.8715093764265678,-0.9637426360176838,0.13849601304929957,1917639.5860424268,15.532213852330873,1787687379796.1682,358.81860801231596,0.36063364545717275,0.8199660721194687,0.6829250991207986
14.48430938780737,17.653528725339566,1.525176260954881,1163270.8508038842,-0.7854076666207839,0.7078995075621979,46.19646119977155,-29.253493304370497,2.759136539469215,-30.130445385863258,-16.164653609061563,14.48430938780737,16.128352464384683,-1.6440430765773133,0.08639497993971708,0.06785527960220261,0.7456471755706099,-1.0779364378308958,0.3577165086162973,1774193.0867068712,13.86521680379193,1353199072329.9927,311.6470764563892,0.42210999089105056,0.7854076666207839,0.5219109938946017
19.897055653542836,23.407740012938685,1.7598782267259412,2041527.1136985,-0.7933051354337789,0.871479480234163,50.354679046509595,-24.95002340169405,8.699222713993194,-33.49265874945427,-21.34618276232206,19.897055653542836,21.647861786212744,-1.7508061326699078,0.07518360273146096,0.059643538147281065,0.8314740868451175,-0.9948450387835291,0.18431299595762887,3592839.116668645,18.56948036116301,4167832955966.128,547.9222925133307,0.5652446229783168,0.7933051354337789,0.6425131206180419
17.759390288387408,21.189980502829854,1.5882432710972951,1672947.5134264254,-0.8067128555775182,0.8632629579612994,45.68982037556092,-22.52357368385831,8.57710899543007,-30.205529532996792,-19.300436446554947,17.759390288387408,19.60173723173256,-1.8423469433451523,0.07495255930677541,0.060465193151212085,0.8345090388553349,-1.159990390182731,0.19356832666247076,2657047.631098472,17.094229681069805,2798753382679.6597,449.0152737103094,0.46262855077450604,0.8067128555775182,0.6364553493383936
16.056993383295822,19.06598887144955,1.4315370308711708,1354404.356842461,-0.7935237373264195,0.8563887454098831,41.35622884251016,-20.17262091432478,7.394247827312124,-27.143782184955136,-17.556474369199677,16.056993383295822,17.634451840578382,-1.5774584572825603,0.07508328258095227,0.05958036700437289,0.8243572088978988,-1.1019333850576358,0.1981039439947039,1938879.9915932345,15.12931474509657,1834411161833.8406,363.51193164623817,0.3587487207861775,0.7935237373264195,0.6313872188105063
13.645225957403026,16.914008375419826,1.6085476903246296,1069526.444009516,-0.7408969622028543,0.4950808783309286,50.05965295153039,-34.62398563596627,0.0792163189838082,-32.423657611706226,-15.282642189826204,13.645225957403026,15.305460685095197,-1.6602347276921705,0.0951015072045977,0.0704604177887993,0.6056434006906258,-1.0321327290183,0.615977350292197,1720384.2912526212,12.531537424022183,1143886814435.6401,286.083679323772,0.47533172241709515,0.7408969622028543,0.36500682725111894
