voltage,current_1,current_2,current_3,current_4,current_5,current_6,current_7,current_8,current_9,current_10,current_11,current_12,current_13,current_14,current_15
0.597992,12.417020714443222,13.050867626360386,12.655887326360984,12.729335546831658,12.58644588192104,12.609248600585586,12.735947062729208,12.521667183409944,12.827335396293812,12.61056296213372,12.648172642196787,12.792380592480342,12.53129679226814,12.799009967288528,12.894593785491848
0.600433,12.984766722770999,13.266227757388467,13.177260665758316,12.78482070798844,12.846046866950072,12.667157110884066,13.072290365140173,12.962258791208216,12.682954591885075,12.693689232158485,12.929635976790927,12.79584795205018,12.894361905719663,12.437050715458229,13.008708327523227
0.602875,13.11845502456115,13.156439562340182,13.251141187291879,13.120810487539236,13.139204498875234,12.492651318869388,12.905503674199945,13.326074132828328,13.109398880924939,13.003030621782942,12.952025285099012,13.3075788325139,12.818057623020998,12.771163800966908,13.204724168200487
0.605316,13.274278451376674,12.927716807901382,12.966126704709712,13.16976172314626,12.868455001634832,13.002723007594499,13.233166282699008,13.424269956671107,13.182745103473488,13.038779871267506,13.353413367663082,12.797159317060313,13.16343832640227,13.46440098101694,13.190757856322126
0.607758,13.048436506221382,13.33855531337697,13.258890043209036,13.221509255219283,13.70565959724268,13.087757723800205,13.264462866704891,13.342467958399713,13.123339247462873,13.37715702226244,13.17489999508711,13.248576566339727,12.631246344568497,13.38664879240973,13.397316210203371
0.610199,13.550177934424227,13.367550214254711,13.581790779568813,13.631679917130102,14.00942935092778,13.337444088642277,14.019891937220248,13.037749817439263,13.630668500947351,13.464102076654536,13.388455314263018,13.630490113064402,13.192715192133443,13.389724472260756,13.385382851115914
0.61264,13.621912985620765,13.909078159998211,13.597610305026318,13.66553812124671,13.900498967950854,13.58986677364773,13.681569709741902,13.588897455364746,13.674159404480585,13.485897215001046,13.815126663549506,13.14444059333405,13.302155599357446,13.503689693697972,13.606007472960016
0.615082,13.753071571197248,13.843630769278167,13.578314752636457,13.575451069790331,14.052523504663652,13.663990359487038,13.831486235486112,14.23632141142396,13.653430969413593,13.418273987745955,13.62496129053571,13.878804654376724,13.952242907645164,14.137155023455207,14.058245074719501
0.617523,13.536370083052443,13.785486528400208,14.050575987540835,13.901527980048016,14.060180194543902,13.880495854347524,14.148516561386032,13.906006024788914,13.837068709523406,14.140850443595545,13.76431261388502,13.999092269949392,13.396334372150763,13.757974860497178,14.036535132964874
0.619965,13.78424293634907,14.007999076937518,13.601535077685282,14.03114482119941,14.224525011611869,14.048411377795354,14.47817291342992,13.828727429792867,14.256398866365002,14.10916450053153,13.961324620744719,14.072651460139317,14.357574337148996,13.934468427151252,13.80737718675676
