voltage,current_1,current_2,current_3,current_4,current_5,current_6,current_7,current_8,current_9,current_10,current_11,current_12,current_13,current_14,current_15
0.597992,12.34929073109987,12.266463447806116,12.0045439567826,12.468806162180535,12.108241907927818,12.201782077425255,12.127528008537299,12.195975095841472,12.506329055712255,12.111948981129364,11.902118973225772,12.415951031680965,12.214288271965057,12.474370406929165,12.587724540264968
0.600433,12.458921997012101,12.813461177476151,12.26935943888586,12.375390544984889,12.073706917899191,12.551516414811273,12.566103009635603,12.354904517336248,12.435332141380472,12.200619638861584,12.169369109607349,12.15606589803355,12.609043731744237,12.71873365511355,12.63424135779462
0.602875,12.765763794889736,12.402972504298418,12.378147985708432,12.743676478618557,12.894893946646308,12.51762422147662,11.990512602137954,12.624192352121897,12.705285020822066,12.546869110171508,12.179540889995739,12.415589984793817,12.248793715973934,12.779868093120967,12.843779044376586
0.605316,12.55538635878935,12.786882684067939,12.222354463918984,12.4383403735991,12.533182649002509,13.010391492676323,12.126274336924725,12.641754141574623,12.967467358088097,12.7495940137452,12.842091935414938,12.310183537659407,12.692927007437783,12.794908189712274,12.804591071457313
0.607758,12.95069863456287,12.802164822703272,12.402910994617843,12.81399734071372,12.680937648621166,13.026301446102083,12.934526798987887,12.940412778639782,12.67225625847073,12.589682421535285,12.560563524786307,12.907889022075725,12.546189328334064,13.095077290950078,12.871217725887446
0.610199,13.094104739119933,13.223758961122808,12.616955700280108,13.195387408056455,12.939575654122642,13.026452664493247,12.957152470481178,12.767453892269016,12.813779638774951,12.87410831145406,12.79563559705537,13.18908621440493,12.893244445124042,13.174074067123975,13.32163960707352
0.61264,13.220355562609043,12.973640828433123,12.752586326145883,13.082894525874117,13.306980403794253,13.096409739604539,13.038183642587683,13.13346598005337,13.181724105912934,12.911580549280465,12.886298104063165,13.099253892612625,12.771427868302297,13.139694556750872,13.35744391998651
0.615082,13.501023390969978,13.224407223943935,13.408151468221877,13.649537369835073,13.064187101099481,13.124167692359862,13.303358342725,13.002190296344939,13.30605029315494,12.957748338913412,12.989293769685746,13.321292498433417,13.41981064296471,13.331363466213642,13.121431789449765
0.617523,13.912801536966679,13.235130225886302,13.166454999133135,13.072587430496979,13.303891405847496,13.595700907395337,13.391699743564331,13.1698460454375,13.629874741384922,13.19066147794417,13.230645931704201,13.535891521172722,12.982458030478528,13.588597098484382,13.540634397810308
0.619965,13.674345757806673,13.437186524701527,13.222983180564114,13.4780331708131,12.968917172667346,13.484357954713197,13.477560450983125,13.55782024475623,13.630707154237133,13.287398482821954,13.081315608008374,13.020319456917635,13.639498564953445,13.621004293024892,13.030275666438897
0.622406,13.74440822407468,13.403829334668396,13.47705040009138,13.349348017899187,13.597366030319392,13.947817194826312,13.355574480462957,13.719511134565396,14.043029865963057,13.545122416721695,13.436828756257446,13.357174915288635,13.346274373647656,13.622350758728501,13.779724189412407
0.624847,13.387624129562292,13.862566595530176,13.771104615669753,13.773730020193362,13.474278243236718,13.410102950687879,13.399806949428468,13.86682379556155,13.76030637627319,13.878880867809334,14.082844410366139,13.266165480745439,13.566673656108929,13.818396300568685,13.767982872938298
0.627289,14.269636662987649,13.972129294027035,13.94039302600353,13.634722407203812,13.90625095451653,13.932804276365985,13.675128270277588,13.964267239116898,14.02492687643444,14.036701972022733,13.993418425786171,14.006406979509165,13.272318031059847,13.870551818571947,13.979517862286258
0.62973,14.21323131743674,13.81551871661638,13.69367123839957,13.95461480918941,14.351223123912089,14.016184755413688,14.37289942689616,14.347558826369673,14.210128427140484,14.132192277241339,14.039685605611899,13.762851464975027,14.089425368823452,14.154027784875092,13.992460493852352
0.632172,14.383438834444933,14.23245428033844,14.35460735916867,14.32107999034644,13.856604004573285,14.363798117658815,14.017554763694452,14.415509216781366,14.04547120907941,14.084497408526891,14.02533326280137,14.06406872515354,13.936969105353763,14.317606110264771,14.384285655759486
0.634613,14.226092713752175,14.459451199646855,14.331432134981094,14.542528430625483,14.221953257384884,14.58359433464063,13.782110757608761,13.959805573593561,14.384329435388501,14.10943777234705,14.110900311892072,13.886288719446128,14.430184453769884,14.529713577610705,14.47546017119021
0.637054,14.691693212950549,14.452867752751505,14.450983977030496,14.719697326896904,14.539712443863635,14.25952470645927,14.370126129176986,14.526839982170982,14.405529068261217,14.087257394723977,14.61811694396804,14.598084140980907,14.196796645093217,14.857170950950332,14.38350732108692
0.639496,14.503415848123401,14.21752834376027,14.519507881697892,14.741884649299504,14.227913049202353,14.865880289670725,14.531501943852714,14.349096266568516,14.548766308836267,14.600823308834023,14.24877197139915,14.418464108230268,14.704583009416766,14.710566446882469,14.439900701341948
0.641937,14.890695526257941,14.555451574482124,14.595430313312685,14.881994823579479,14.583189395761131,14.438122975787495,14.716321038060762,14.7444194666646,14.888900912586383,14.91268128065093,14.433022816562673,14.631785593921554,14.700107550964704,14.648307222827627,14.774021578943849
0.644379,15.01508635949494,15.020602511268827,15.176140799905708,14.97051556222547,15.039285399900873,14.879691016555993,14.890018309407319,14.603887986931726,14.93923303634522,14.882566900224907,14.85926798590752,14.739880966311569,14.752931870242278,15.150656535764547,15.105061016768548
0.64682,15.1325057120724,14.797877544773339,15.007290996947537,15.051788642662498,14.575951181552455,15.097828132791932,14.798533120770374,14.932036633174267,15.144549856858792,14.680404472778987,15.183697944947859,14.627556134315578,14.775416948300434,15.074858052477,15.153383567381905
